Word,both_hit,both_fa,both_h_fa,d_both,c_both,img,Bird2001,Bristol2006,Chiarello1999,Glasgow2018,Cortese,MRC,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Max_strength.perceptual,Max_strength.action,Max_strength.sensorimotor,Minkowski3.perceptual,Minkowski3.action,Minkowski3.sensorimotor,c.Bird,c.Bristol,c.Chiarello,c.Cortese,c.Glasgow,c.MRC,Frequency,Length.y,Body,Food,Object,Communication
FISH,0.64,0.14,0.5,1.45,0.38,6.8,5.78,NA,6.89286,6.724,6.8,6.15,1.059,4.176,2.353,0.059,3.412,4.471,0.737,3.421,2.789,3.211,0.947,4.471,3.421,4.471,6.001,4.58,6.784,1.397889437,NA,1.976425869,2.29923593,1.865183359,1.352696059,1.339622153,-0.742390556,-0.066448638,4.363466256,1.635828751,0.081385448
FIST,0.68,0.17,0.5,1.4,0.24,6.5,NA,6.12,NA,6.576,6.5,NA,0.118,0,3.529,0.765,0,4.118,0.333,4.714,0.905,0.476,0.429,4.118,4.714,4.714,4.852,4.729,6.036,NA,2.111193786,NA,1.99923593,1.717183359,NA,0.377989863,-0.938507375,0.788395115,-0.100173364,1.968362837,-1.410728905
FIT,0.55,0.2,0.35,0.95,0.35,3.1,3.99,NA,NA,4.677,3.1,NA,0.667,0,1.833,2.167,0,4.333,2.714,2.857,1.429,0.476,2.571,4.333,2.857,4.333,4.61,3.986,5.444,-0.392110563,NA,NA,-1.40076407,-0.181816641,NA,1.254080381,-1.135821622,2.492800025,-0.733468087,-0.503303699,-0.988635071
FIVE,0.76,0.15,0.6,1.72,0.16,5.8,NA,NA,NA,NA,5.8,5.29,1.933,0.267,1.467,0.467,0.133,4.133,0.588,1.941,1.647,0.941,0.118,4.133,1.941,4.133,4.329,2.341,4.546,NA,NA,NA,1.29923593,NA,0.492696059,1.968586461,-0.806016501,-0.812439094,-0.529141581,0.437891234,-0.588518837
FIX,0.64,0.21,0.44,1.18,0.23,3.2,NA,NA,NA,NA,3.2,NA,1.611,0.444,2.111,0.5,0.278,3.722,1,3.55,2.7,1.5,1.25,3.722,3.55,3.722,4.029,4.136,5.144,NA,NA,NA,-1.30076407,NA,NA,1.127496436,-1.094700049,0.719497863,-0.189795051,0.445766461,-0.004864872
FLAG,0.83,0.13,0.7,2.07,0.07,6.8,NA,NA,NA,NA,6.8,6.07,0.667,0,1.778,0.056,0,4.167,0.368,2.316,2.474,0.632,0.316,4.167,2.474,4.167,4.277,3.033,4.735,NA,NA,NA,2.29923593,NA,1.272696059,0.688577961,-0.939013876,-0.535065126,-0.664040768,1.500657226,-0.33255134
FLAIL,0.77,0.13,0.64,1.86,0.18,2.7,NA,NA,NA,NA,2.7,NA,1.15,0,2.2,1.25,0,3.25,2.95,4,0.55,0.5,1.9,3.25,4,4,3.646,4.592,5.257,NA,NA,NA,-1.80076407,NA,NA,-1.535202945,-0.786461703,2.532659055,-0.572348568,0.278301905,-1.060854795
FLAIR,0.71,0.36,0.35,0.91,-0.09,2.6,NA,NA,NA,NA,2.6,4.25,1.625,0.062,0.125,0.062,0.062,3.812,0.895,1.474,2.368,1.158,0.895,3.812,2.368,3.812,3.909,2.69,4.294,NA,NA,NA,-1.90076407,NA,-0.547303941,-0.304232992,-0.909798894,-0.458226911,-0.769148529,0.672405269,0.405833554
FLAKE,0.8,0.34,0.45,1.24,-0.21,5.2,NA,NA,NA,NA,5.2,NA,0.176,0.353,1.647,0.059,0,3.412,0.611,3.222,2.667,1.222,0.333,3.412,3.222,3.412,3.537,3.792,4.622,NA,NA,NA,0.69923593,NA,NA,-0.131333726,-0.847059585,-0.062669888,-0.251614724,1.163559437,-0.38563619
FLAME,0.71,0.18,0.53,1.48,0.19,6.2,6.17,6.47,NA,NA,6.2,5.98,1.65,0.15,2.35,0.75,1.5,4.65,0.8,2,2.2,0.35,0.55,4.65,2.2,4.65,4.957,2.686,5.207,1.787889437,2.461193786,NA,1.69923593,NA,1.182696059,0.548918454,-0.729059942,-0.141543367,0.200085709,1.700288132,-0.186802228
FLANK,0.72,0.29,0.43,1.15,-0.02,3,NA,2.75,NA,NA,3,NA,0.4,0.2,0.933,0.4,0,3.333,2.353,1,2.118,0.765,1.176,3.333,2.353,3.333,3.362,2.947,3.991,NA,-1.258806214,NA,-1.50076407,NA,NA,-0.641969335,-0.867232302,0.428395167,-0.866156575,-0.110400752,-0.643832383
FLARE,0.78,0.32,0.46,1.23,-0.15,4.5,NA,NA,5.67857,NA,4.5,5.09,1.476,0,0.667,0,0.429,4,0.667,2.5,1.833,0.333,0.5,4,2.5,4,4.073,2.812,4.479,NA,NA,0.762135869,-0.00076407,NA,0.292696059,-0.085806674,-0.860762547,-0.443251873,-0.698443234,1.137591704,-0.301442613
FLASK,0.86,0.21,0.66,1.92,-0.14,5,NA,NA,5.28571,6.5,5,6.14,1.053,1.579,3.474,0.316,1.105,4.105,0.059,2.706,1.294,2.235,0.059,4.105,2.706,4.105,4.899,3.212,5.322,NA,NA,0.369275869,0.49923593,1.641183359,1.342696059,-0.453453619,-0.550483025,-0.434510682,1.712121976,1.508226912,-0.772285928
FLAT,0.59,0.22,0.38,1.02,0.27,4.1,NA,NA,NA,NA,4.1,NA,1.111,0.611,3.611,0.667,0.444,4,1.8,2.15,2.35,0.6,1.4,4,2.35,4,4.836,3.165,5.251,NA,NA,NA,-0.40076407,NA,NA,0.928815621,-0.941731109,1.107543248,-0.039461354,0.514220748,-0.834251613
FLAW,0.6,0.28,0.32,0.84,0.17,3.1,NA,NA,NA,NA,3.1,NA,2.091,1.182,2.091,1.5,1.182,3.818,1.571,1.762,2.762,1.762,1.333,3.818,2.762,3.818,4.32,3.37,4.917,NA,NA,NA,-1.40076407,NA,NA,-0.303743367,-1.077378715,0.630701054,0.832696887,0.426431938,0.646620365
FLEA,0.79,0.15,0.64,1.84,0.11,6.5,NA,NA,6.21429,5.938,6.5,6.06,0.684,0.263,2.579,0.947,0.263,3.474,0.6,1.1,0.75,0.1,0.5,3.474,1.1,3.474,3.921,1.28,3.966,NA,NA,1.297855869,1.99923593,1.079183359,1.262696059,-0.073294156,-0.970286315,-0.434192599,-0.22372652,0.479481147,-1.644966549
FLECK,0.76,0.15,0.61,1.73,0.16,2.6,NA,NA,NA,NA,2.6,NA,0.308,0.077,0.462,0.462,0,2.615,0.05,0.9,1.75,0.05,0.1,2.615,1.75,2.615,2.626,1.826,2.893,NA,NA,NA,-1.90076407,NA,NA,-1.512627396,-0.896435878,-1.177136132,-0.665678527,-0.143571141,-1.109234929
FLED,0.74,0.32,0.42,1.11,-0.09,3.9,NA,NA,NA,NA,3.9,NA,1.111,0,0,0.833,0,3.833,3.684,1.421,2.158,1.105,1.211,3.833,3.684,3.833,3.877,4.042,4.991,NA,NA,NA,-0.60076407,NA,NA,-0.11115648,-1.036142391,1.35572242,-1.024991933,-0.514352145,0.011896994
FLEE,0.72,0.34,0.38,1.01,-0.09,3.9,NA,4.51,5.10714,4.469,3.9,4.31,1.167,0.222,1.111,2.389,0.222,3.167,4.158,1.947,2.421,1.158,2.263,3.167,4.158,4.158,3.644,4.742,5.371,NA,0.501193786,0.190705869,-0.60076407,-0.389816641,-0.487303941,-0.327574773,-1.139918665,2.813591707,-0.565774516,-1.277089369,0.113695779
FLEECE,0.79,0.17,0.62,1.77,0.08,5.6,NA,NA,NA,NA,5.6,5.47,0.158,0,3.211,0.158,0.211,2.842,1.316,2.579,2.263,0.368,1.842,3.211,2.579,3.211,3.827,3.342,4.537,NA,NA,NA,1.09923593,NA,0.672696059,-0.676742076,-0.315428675,1.191194174,-0.464598707,0.614584523,-1.194813255
FLEET,0.78,0.43,0.36,0.97,-0.3,4.5,NA,3.52,NA,5.059,4.5,5.1,1.421,0.053,0.737,0.421,0.158,3.421,0.9,0.85,1.35,0.55,0.45,3.421,1.35,3.421,3.514,1.595,3.62,NA,-0.488806214,NA,-0.00076407,0.200183359,0.302696059,0.01012,-0.839087167,-0.887770859,-0.818481516,0.177542701,-0.727002403
FLESH,0.74,0.25,0.49,1.32,0,5.7,NA,NA,NA,6.25,5.7,5.67,1.038,1.269,4.038,2.077,1.385,3.962,3.381,4.19,3.476,2.762,3.333,4.038,4.19,4.19,5.227,5.966,7.082,NA,NA,NA,1.19923593,1.391183359,0.872696059,0.205491288,-0.664837999,3.838592545,1.407789286,0.627782103,0.813839327
FLEW,0.75,0.23,0.51,1.4,0.03,3.7,4.86,NA,NA,NA,3.7,NA,0.5,0.056,0.056,0.667,0.056,4.167,1.136,1.636,2.273,0.5,1.364,4.167,2.273,4.167,4.175,2.726,4.531,0.477889437,NA,NA,-0.80076407,NA,NA,0.741276875,-0.963074497,0.230945109,-0.840168898,-0.008694464,-0.540970958
FLEX,0.82,0.27,0.55,1.54,-0.16,4.1,3.9,NA,NA,NA,4.1,NA,0.158,0,1.158,1.474,0,3.526,2.1,4.05,1.5,0.65,1.9,3.526,4.05,4.05,3.649,4.417,5.127,-0.482110563,NA,NA,-0.40076407,NA,NA,-0.45053252,-0.749176825,2.021714871,-0.600596939,0.285435131,-0.880553092
FLICK,0.75,0.28,0.47,1.26,-0.03,3.9,NA,3.84,NA,5.206,3.9,NA,1.5,0,2.7,0.85,0,2.5,0.6,3.05,1,0.3,0.35,2.7,3.05,3.05,3.4,3.095,4.101,NA,-0.168806214,NA,-0.60076407,0.347183359,NA,0.175822236,-0.815211642,-0.021590321,-0.536568721,0.498788092,-1.241860309
FLIGHT,0.71,0.24,0.47,1.25,0.09,5,NA,4.87,5.60714,5.818,5,NA,1.286,0.333,0.762,1.952,0.333,3.81,1.333,1.286,2.333,1.048,1.667,3.81,2.333,3.81,4.028,2.843,4.454,NA,0.861193786,0.690705869,0.49923593,0.959183359,NA,1.041906728,-0.60592314,0.439280522,-0.387259731,-0.180778606,0.044788729
FLING,0.83,0.49,0.34,0.99,-0.47,3.6,NA,NA,NA,NA,3.6,NA,1.444,0.389,2.222,1.556,0.333,3.056,0.45,3.55,1.35,0.55,0.7,3.056,3.55,3.55,3.593,3.629,4.55,NA,NA,NA,-0.90076407,NA,NA,0.090422675,-0.727098048,0.552991583,-0.025726455,-0.165028476,-1.102944212
FLINT,0.83,0.31,0.53,1.47,-0.23,4.4,NA,4.3,NA,5.133,4.4,NA,0.6,0.067,3,0.6,0.533,4,0.238,1.429,1.19,0.238,0.286,4,1.429,4,4.508,1.669,4.583,NA,0.291193786,NA,-0.10076407,0.274183359,NA,-0.395595875,-0.735780545,-0.512761525,-0.108732811,1.194233628,-1.332493471
FLIP,0.67,0.22,0.45,1.22,0.17,4,NA,NA,NA,NA,4,NA,0.85,0.15,0.9,1.2,0.25,3.35,3.368,3.421,1.316,1,2.579,3.35,3.421,3.421,3.439,4.621,5.185,NA,NA,NA,-0.50076407,NA,NA,0.472775314,-0.855299175,2.607158068,-0.61517117,-0.735985295,-0.95443833
FLIRT,0.85,0.19,0.66,1.91,-0.06,4.9,NA,NA,NA,4.735,4.9,NA,3.167,0.333,1.444,2.167,0.5,3.222,1.1,1.8,2.25,3.15,1.55,3.222,3.15,3.222,4.283,3.769,5.093,NA,NA,NA,0.39923593,-0.123816641,NA,0.157387181,-0.666262441,0.792489249,0.475682731,-0.775444059,1.265806873
FLOAT,0.79,0.39,0.4,1.09,-0.27,5.1,NA,4.14,NA,4.97,5.1,5.25,0.25,0,1.35,1.3,0,3.7,1.714,1.905,1.952,0.333,2.714,3.7,2.714,3.7,3.81,3.403,4.559,NA,0.131193786,NA,0.59923593,0.111183359,0.452696059,0.49943065,-0.587813932,1.689723294,-0.767687966,-0.607826885,-1.12806422
FLOCK,0.71,0.3,0.41,1.09,-0.02,5.6,NA,NA,NA,NA,5.6,5.16,2.263,0,0.526,0.053,0.368,3.842,0.789,0.789,2.579,0.474,0.684,3.842,2.579,3.842,4.092,2.648,4.432,NA,NA,NA,1.09923593,NA,0.362696059,0.054763089,-0.862681912,-0.830824249,-0.857796293,1.011038963,0.565013487
FLOG,0.72,0.12,0.59,1.74,0.3,3.5,NA,NA,NA,NA,3.5,NA,1.889,0,2.111,1.222,0,3.278,0.312,3.438,0.25,0.062,0.75,3.278,3.438,3.438,3.761,3.451,4.551,NA,NA,NA,-1.00076407,NA,NA,-0.840767308,-0.969119744,0.506162446,-0.415969551,-0.005234455,-1.41343796
FLOOD,0.75,0.26,0.49,1.3,-0.01,6.4,NA,5.71,NA,6.286,6.4,5.98,1.833,0.056,1.5,0.556,0.444,3.944,1.474,1.211,1.789,0.263,0.684,3.944,1.789,3.944,4.144,2.227,4.348,NA,1.701193786,NA,1.89923593,1.427183359,1.182696059,0.454894519,-0.592432516,-0.206435603,-0.671445068,0.898864715,-0.382935307
FLOP,0.73,0.33,0.4,1.06,-0.08,3.8,NA,NA,NA,NA,3.8,NA,2.118,0.176,0.647,0.588,0.059,3.706,1.85,2.4,1.85,0.55,2.45,3.706,2.45,3.706,3.934,3.458,4.676,NA,NA,NA,-0.70076407,NA,NA,-0.166425509,-0.958620623,1.230408262,-0.891253789,0.46511796,0.127971363
FLOUR,0.78,0.19,0.59,1.65,0.05,6.5,NA,5.05,NA,6.063,6.5,NA,0,3.625,2.688,0.312,1.125,3.625,0.375,3.375,2.188,2.188,0.438,3.625,3.375,3.625,4.879,3.904,5.6,NA,1.041193786,NA,1.99923593,1.204183359,NA,0.225930794,-0.50704832,-0.120029503,2.820605374,1.072549759,-0.993947523
FLOW,0.63,0.27,0.36,0.95,0.14,3.8,NA,4.29,5.25,4.441,3.8,4.17,2.371,0.286,1.543,1.143,0.2,3.629,1.636,2.242,2.848,2,1.485,3.629,2.848,3.629,4.048,3.685,4.882,NA,0.281193786,0.333565869,-0.70076407,-0.417816641,-0.627303941,0.465658113,-1.129907219,0.711755691,-0.346126951,0.487639296,1.063554123
FLOWN,0.72,0.17,0.55,1.54,0.18,3.8,NA,3.43,NA,NA,3.8,NA,1.941,0.176,0.412,0.765,0.412,3.059,0.737,1.526,2,0.684,1.211,3.059,2,3.059,3.318,2.413,3.698,NA,-0.578806214,NA,-0.70076407,NA,NA,0.316433665,-0.871202408,-0.185021047,-0.534796316,-0.480785552,-0.377191852
FLU,0.73,0.08,0.64,1.98,0.39,4.2,NA,NA,4.78571,NA,4.2,NA,0.889,0.778,0.778,4.556,1,1.333,0.824,1.176,3.706,3.941,3.588,4.556,3.941,4.556,4.635,5.434,6.383,NA,NA,-0.130724131,-0.30076407,NA,NA,-0.142376242,-1.233286412,2.163703066,1.632037351,-2.217990671,2.079932616
FLUFF,0.81,0.17,0.64,1.82,0.03,3.8,NA,NA,NA,NA,3.8,NA,0.419,0.097,3.871,0.258,0,3.065,0.35,3.25,1.8,0.8,0.15,3.871,3.25,3.871,4.429,3.44,5.034,NA,NA,NA,-0.70076407,NA,NA,-0.040821835,-0.592801375,0.127613712,-0.067674188,1.55114355,-1.109897589
FLUKE,0.87,0.37,0.49,1.44,-0.39,2.9,NA,NA,NA,NA,2.9,NA,0.714,0,0.143,0.643,0,1.857,0.65,0.85,2.45,1.05,0.55,1.857,2.45,2.45,1.916,2.567,2.883,NA,NA,NA,-1.60076407,NA,NA,-0.186833751,-0.696740207,-0.898617207,-0.763217514,-0.772080782,-0.465718936
FLUNG,0.81,0.38,0.43,1.19,-0.29,3.4,NA,3.13,NA,NA,3.4,NA,0.8,0,2.4,0.45,0,2.9,0.895,4.105,0.947,0.526,1.526,2.9,4.105,4.105,3.386,4.207,4.838,NA,-0.878806214,NA,-1.10076407,NA,NA,-0.675914769,-0.772249551,1.340358325,-0.4011387,0.026757183,-1.545749889
FLUSH,0.82,0.31,0.51,1.4,-0.21,3.8,NA,4.2,NA,NA,3.8,5.3,3.389,0.222,1.056,1,0.333,3.611,0.25,3.05,1.8,0.25,0.35,3.611,3.05,3.611,4.452,3.248,4.967,NA,0.191193786,NA,-0.70076407,NA,0.502696059,0.665062313,-0.753749745,-0.277533443,-0.54096242,0.624340684,0.256447774
FLUTE,0.85,0.21,0.64,1.84,-0.11,6.3,NA,NA,NA,6.567,6.3,5.81,4.211,0.368,3.263,0.474,0.368,3.684,0.647,2.765,2.294,3.059,0.588,4.211,3.059,4.211,5.424,3.964,6.054,NA,NA,NA,1.79923593,1.708183359,1.012696059,-0.323592768,-1.030462117,0.124833914,0.432926197,1.737331685,1.934162887
FLUX,0.75,0.25,0.5,1.36,0.01,2.2,NA,NA,NA,NA,2.2,NA,1.727,0.091,1.182,1.273,0.364,2.636,0.412,0.824,1.765,0.529,0.647,2.636,1.765,2.636,3.009,1.87,3.233,NA,NA,NA,-2.30076407,NA,NA,-0.852250814,-0.839210586,-0.673816718,-0.458153513,-0.449342841,-0.459286591
FLY,0.58,0.17,0.41,1.16,0.37,5.9,6.27,NA,NA,5.759,5.9,5.82,1.667,0.152,1.727,1.152,0.455,3.576,0.789,1.842,2,0.684,1,3.576,2,3.576,3.851,2.523,4.183,1.887889437,NA,NA,1.39923593,0.900183359,1.022696059,1.444661087,-0.964072813,-0.021582147,-0.396429892,-0.138039912,-0.646145502
FOAL,0.78,0.08,0.69,2.14,0.3,4,NA,NA,NA,NA,4,4.48,1.286,0.071,1.071,0.071,0.429,3.071,0.733,1.4,2.667,0.4,0.533,3.071,2.667,3.071,3.188,2.815,3.797,NA,NA,NA,-0.50076407,NA,-0.317303941,-1.311701675,-1.328509478,-0.566894903,-0.620398736,0.603112297,-0.056826333
FOAM,0.79,0.02,0.78,2.93,0.65,5.7,NA,5.83,NA,5.936,5.7,6,0.632,0.632,2.316,0,0.421,4.053,0.278,2.056,2.167,1.667,0.556,4.053,2.167,4.053,4.301,2.872,4.691,NA,1.821193786,NA,1.19923593,1.077183359,1.202696059,0.160013752,-0.944635621,-0.464670253,0.318011958,1.352330218,-0.407327049
FOE,0.66,0.14,0.52,1.5,0.34,3.5,NA,NA,4.39286,NA,3.5,4.35,1.722,0,0.556,1.111,0.056,3.111,1.105,1.474,2.789,1.895,1.105,3.111,2.789,3.111,3.325,3.253,4.144,NA,NA,-0.523574131,-1.00076407,NA,-0.447303941,-0.896406031,-1.506110764,0.036005089,-0.601330999,-0.076314778,0.910319057
FOG,0.83,0.43,0.4,1.13,-0.38,6,NA,NA,NA,NA,6,6.06,0,0.056,0.944,0.056,0.333,4.167,0.529,0.882,3.588,0.647,0.471,4.167,3.588,4.167,4.183,3.619,4.941,NA,NA,NA,1.49923593,NA,1.262696059,0.563946937,-0.985424172,-0.769264131,-0.516194795,1.235129615,0.215386171
FOLD,0.49,0.22,0.27,0.74,0.39,5.4,NA,4.02,NA,4.813,5.4,NA,0.632,0.053,3.316,0.053,0.053,3.579,0.947,4.158,1.684,0.526,0.842,3.579,4.158,4.158,4.354,4.277,5.438,NA,0.011193786,NA,0.89923593,-0.045816641,NA,0.54636514,-1.059820424,0.819066384,-0.379812599,1.672206983,-0.984393209
FOLK,0.85,0.24,0.6,1.72,-0.16,4.4,NA,3.11,NA,4.091,4.4,NA,2.667,0.167,0.611,0.222,0.222,2.889,0.789,1,2.684,1.526,0.842,2.889,2.684,2.889,3.512,2.923,4.088,NA,-0.898806214,NA,-0.10076407,-0.767816641,NA,0.210577429,-0.970058661,-0.775595683,-0.62406599,0.305175387,0.882962915
FOND,0.69,0.25,0.43,1.15,0.09,2.9,NA,2.83,NA,3.324,2.9,3.63,1.789,0.579,1.211,3.263,0.474,1.947,0.056,0.5,3.111,0.833,0.667,3.263,3.111,3.263,3.682,3.145,4.328,NA,-1.178806214,NA,-1.60076407,-1.534816641,-1.167303941,0.219851488,-1.110510318,-0.488177473,0.156398306,-1.038178969,0.695324428
FONT,0.73,0.14,0.59,1.69,0.22,4.5,NA,NA,NA,NA,4.5,4.97,0.316,0.053,0.526,0.263,0.105,4.105,0.19,1.286,3.476,0.19,0.143,4.105,3.476,4.105,4.109,3.534,4.842,NA,NA,NA,-0.00076407,NA,0.172696059,-0.802714085,-0.788764588,-0.848400069,-0.768626225,1.234615466,0.318523329
FOOD,0.54,0.17,0.37,1.05,0.42,6,NA,NA,NA,6.5,6,5.39,1.579,4.579,3.579,1.368,4.105,4.105,0.174,2.348,2.261,3.87,1.217,4.579,3.87,4.579,6.594,4.384,7.185,NA,NA,NA,1.49923593,1.641183359,0.592696059,1.612302762,-0.929129501,-0.120852888,5.547847125,1.047176245,0.153946112
FOOL,0.61,0.26,0.35,0.92,0.18,3.7,NA,3.53,NA,4.794,3.7,4.36,2.875,0.062,0.438,1.188,0.188,3,0.389,0.833,3.5,1.944,0.389,3,3.5,3.5,3.745,3.707,4.694,NA,-0.478806214,NA,-0.80076407,-0.064816641,-0.437303941,1.011447809,-1.223121047,-1.077230228,-0.53251592,0.203544367,1.842304096
FOOT,0.66,0.24,0.42,1.13,0.15,6.7,NA,NA,NA,6.724,6.7,5.97,0.684,0.053,2.737,0.632,1,4.105,4.526,0.526,0.368,0.158,0.158,4.105,4.526,4.526,4.502,4.53,5.69,NA,NA,NA,2.19923593,1.865183359,1.172696059,1.539156166,-0.751877181,0.87865696,-0.31292614,0.916737432,-1.65209795
FOR,0.48,0.02,0.46,2.08,1.09,1.3,NA,NA,NA,NA,1.3,2.16,1.053,0,0.211,0.105,0.053,1,0.55,0.6,1.65,1.2,0.45,1.053,1.65,1.65,1.296,1.885,2.07,NA,NA,NA,-3.20076407,NA,-2.637303941,2.723077366,-1.149524652,-1.686105181,-0.963377137,-2.093487735,-1.576325922
FORCE,0.69,0.22,0.47,1.26,0.14,3.3,3.82,NA,NA,3.788,3.3,4.37,1.263,0.211,3.316,2,0.211,2.737,1.95,3.35,2.1,1.6,1.85,3.316,3.35,3.35,4.061,4.015,5.088,-0.562110563,NA,NA,-1.20076407,-1.070816641,-0.427303941,1.125519386,-0.805129367,1.775626405,-0.097048387,-0.042421277,-0.368335175
FORE,0.74,0.1,0.64,1.92,0.32,1.9,NA,NA,NA,NA,1.9,3.4,1.154,0.077,0.231,0.077,0.077,1.615,0.529,1.176,1.059,0.118,0.118,1.615,1.176,1.615,1.793,1.437,2.059,NA,NA,NA,-2.60076407,NA,-1.397303941,-0.553675782,-1.347608382,-1.427965188,-1.014888057,-0.892767805,-1.515713776
FORGE,0.67,0.32,0.35,0.91,0.01,3.3,NA,2.86,NA,3.581,3.3,NA,1.429,0.214,1.571,0.643,1.5,3.071,0.842,3.316,1.263,0.684,1.105,3.071,3.316,3.316,3.403,3.441,4.312,NA,-1.148806214,NA,-1.20076407,-1.277816641,NA,-0.347314963,-0.668521774,0.324092174,0.237064099,0.489604248,-1.007458001
FORK,0.66,0.21,0.45,1.23,0.2,6.6,NA,NA,NA,6.667,6.6,5.98,0.833,0.722,3.667,0.056,0.167,4.111,0.45,4.45,1.65,3.15,0.55,4.111,4.45,4.45,4.929,4.988,6.248,NA,NA,NA,2.09923593,1.808183359,1.182696059,0.633511739,-1.087202041,0.572930587,0.944625933,2.026800201,-0.077170306
FORM,0.41,0.21,0.2,0.57,0.53,2.5,NA,NA,NA,3.303,2.5,4.52,0.676,0.189,2.432,0.405,0.297,3.703,0.684,2.421,2.947,1.053,1.053,3.703,2.947,3.703,4.032,3.488,4.762,NA,NA,NA,-2.00076407,-1.555816641,-0.277303941,1.105075169,-0.957399544,0.101753456,-0.336317543,0.944758617,-0.221026946
FORT,0.66,0.27,0.38,1.01,0.1,6,NA,NA,NA,6.206,6,5.59,0.393,0,1.679,0.179,0.179,3.964,0.714,0.81,1.524,0.048,0.429,3.964,1.524,3.964,4.064,1.652,4.153,NA,NA,NA,1.49923593,1.347183359,0.792696059,0.345452858,-1.129476516,-0.788490055,-0.741593353,0.903492466,-1.167267626
FORTH,0.58,0.19,0.39,1.09,0.33,3.2,NA,2.25,NA,NA,3.2,3.36,0.632,0,0.316,0.158,0,1.789,0.842,1.105,1,0.211,0.474,1.789,1.105,1.789,1.819,1.452,2.086,NA,-1.758806214,NA,-1.30076407,NA,-1.437303941,0.615159433,-0.692492891,-0.984059811,-1.057964381,-1.516597212,-2.197999435
FOUGHT,0.51,0.26,0.25,0.66,0.31,3.9,NA,3.95,NA,4.441,3.9,NA,2.6,0,1.6,1.2,0.1,3.25,1.95,3.3,2.4,1.75,1.65,3.25,3.3,3.3,3.865,4.062,4.997,NA,-0.058806214,NA,-0.60076407,-0.417816641,NA,0.685492127,-0.806322843,1.401034846,-0.627973111,-0.203171649,0.492525227
FOUL,0.81,0.28,0.53,1.45,-0.15,3.6,NA,3.72,NA,3.576,3.6,4.67,2.25,1.6,1.15,0.9,2.65,2.95,0.526,0.789,2.526,1.263,0.737,2.95,2.526,2.95,3.958,2.677,4.33,NA,-0.288806214,NA,-0.90076407,-1.282816641,-0.127303941,0.435196632,-0.859815527,-0.826379055,1.737233026,-0.54785661,-0.169818106
FOUND,0.46,0.16,0.3,0.89,0.55,2.7,NA,NA,4.07143,NA,2.7,NA,1.5,0.278,1.611,0.833,0.5,3.556,1.9,2.8,3.35,1.65,1.3,3.556,3.35,3.556,3.762,4.181,5.018,NA,NA,-0.845004131,-1.80076407,NA,NA,1.698326872,-0.781284451,0.859305479,-0.387497012,-0.07134018,0.278343483
FOUR,0.6,0.19,0.41,1.13,0.32,5.9,NA,NA,NA,NA,5.9,4.91,1.278,0.278,1.333,0.278,0.278,3.167,0.579,1.053,1.895,0.895,0.263,3.167,1.895,3.167,3.31,2.072,3.561,NA,NA,NA,1.39923593,NA,0.112696059,1.865398457,-0.999086626,-1.123483125,-0.514252402,-0.398360434,-1.035323756
FOWL,0.69,0.24,0.45,1.21,0.1,5.1,NA,NA,NA,4.333,5.1,5.28,2.111,1.389,1.333,0.222,1.667,3.167,0.524,1.238,2,1.524,0.571,3.167,2,3.167,3.705,2.397,4.013,NA,NA,NA,0.59923593,-0.525816641,0.482696059,-0.585755612,-0.969723339,-0.917758002,1.161332101,0.529016158,-0.111602152
FOX,0.76,0.12,0.64,1.88,0.24,6.4,NA,NA,NA,6.844,6.4,6.07,1.765,0.118,0.941,0.353,0.529,4.059,0.5,0.9,2.6,0.5,0.5,4.059,2.6,4.059,4.187,2.653,4.515,NA,NA,NA,1.89923593,1.985183359,1.272696059,0.819146299,-1.053222215,-0.984416316,-0.548708253,1.101271832,0.279125813
FRAIL,0.82,0.4,0.42,1.18,-0.34,3.4,NA,3.8,NA,4.941,3.4,4.3,1.222,0,2.944,2.056,0.056,4,1.333,1.611,1.667,0.611,1.5,4,1.667,4,4.642,2.454,4.86,NA,-0.208806214,NA,-1.10076407,0.082183359,-0.497303941,-0.297906625,-0.680017937,1.235206478,-0.344947538,-0.196693815,-0.752715377
FRAME,0.69,0.24,0.45,1.21,0.12,6,NA,NA,NA,5.677,6,5.08,0.941,0.118,1.412,0.118,0.294,3.176,0.143,1.667,1.619,0.429,0.429,3.176,1.667,3.176,3.294,2.083,3.551,NA,NA,NA,1.49923593,0.818183359,0.282696059,0.760322169,-0.58416217,-1.024871426,-0.560186572,0.513336971,-1.157293041
FRAUD,0.81,0.26,0.55,1.53,-0.12,2.9,NA,NA,4.28571,3.114,2.9,3.81,2.333,0.4,0.733,1.267,0.467,3.333,0.25,0.25,2.25,1,0.25,3.333,2.25,3.333,3.74,2.317,4.016,NA,NA,-0.630724131,-1.60076407,-1.744816641,-0.987303941,0.271397921,-0.666753136,-1.307959923,-0.248881151,0.120471795,0.386060656
FRAY,0.79,0.41,0.38,1.04,-0.29,3.1,NA,NA,NA,NA,3.1,NA,1.5,0.278,1.667,0.667,0.222,3.222,0.471,3,1.588,0.235,0.647,3.222,3,3.222,3.47,3.155,4.183,NA,NA,NA,-1.40076407,NA,NA,-0.768859119,-1.075478084,0.002914116,-0.423085006,0.646815694,-0.648034953
